id,Shipment Number,Destination,Transportation Mode,Actual Delivery Date,SLA Delivery Date,Cargo Ready Date,SLA ,Carrier,, 
2773,1482130,NLD,AIR,2022-03-16 8:43,2022-03-26 0:00,2022-03-05 0:00,21,CARRIER 1,,
2778,1485915,IMC,AIR,2022-03-14 12:00,2022-03-25 0:00,2022-03-04 0:00,21,CARRIER 1,,
2802,1489681,IMC,AIR,2022-04-01 12:00,2022-04-13 0:00,2022-03-23 0:00,21,CARRIER 1,,
2803,1489683,IMC,AIR,2022-04-06 12:00,2022-04-13 0:00,2022-03-23 0:00,21,CARRIER 1,,
2805,1490389,IMC,AIR,2022-03-24 12:00,2022-04-02 0:00,2022-03-12 0:00,21,CARRIER 1,,
2811,1496543,IMC,AIR,2022-04-21 12:00,2022-04-01 0:00,2022-03-11 0:00,21,CARRIER 1,,
2830,1497562,IMC,AIR,2022-04-06 12:00,2022-04-14 0:00,2022-03-24 0:00,21,CARRIER 1,,
2838,1498385,IMC,AIR,2022-04-21 12:00,2022-04-08 0:00,2022-03-18 0:00,21,CARRIER 1,,
5820,1521557,IMC,AIR,2022-04-11 12:00,2022-04-14 0:00,2022-03-24 0:00,21,CARRIER 1,,
5827,1523512,IMC,AIR,2022-04-19 12:00,2022-04-20 0:00,2022-03-30 0:00,21,CARRIER 1,,
5828,1523522,IMC,AIR,2022-04-18 12:00,2022-04-20 0:00,2022-03-30 0:00,21,CARRIER 1,,
5829,1523533,IMC,AIR,2022-04-13 12:00,2022-04-20 0:00,2022-03-30 0:00,21,CARRIER 1,,
5836,1528397,IMC,AIR,2022-04-21 12:00,2022-04-22 0:00,2022-04-01 0:00,21,CARRIER 1,,
5837,1528414,NLD,AIR,2022-04-19 9:27,2022-04-22 0:00,2022-04-01 0:00,21,CARRIER 1,,
5852,1535364,NLD,AIR,2022-04-19 9:27,2022-04-27 0:00,2022-04-06 0:00,21,CARRIER 1,,
5857,1535807,IMC,AIR,2022-04-21 12:00,2022-04-28 0:00,2022-04-07 0:00,21,CARRIER 1,,
5880,1540447,NLD,AIR,2022-04-22 10:41,2022-04-29 0:00,2022-04-08 0:00,21,CARRIER 1,,
5891,1545990,NLD,AIR,2022-05-10 13:54,2022-05-06 0:00,2022-04-15 0:00,21,CARRIER 1,,
5892,1545993,NLD,AIR,2022-04-26 12:38,2022-05-06 0:00,2022-04-15 0:00,21,CARRIER 1,,
5893,1545997,NLD,AIR,2022-04-26 12:38,2022-05-06 0:00,2022-04-15 0:00,21,CARRIER 1,,
5894,1546002,NLD,AIR,2022-04-26 12:38,2022-05-06 0:00,2022-04-15 0:00,21,CARRIER 1,,
5895,1546013,NLD,AIR,2022-05-02 12:59,2022-05-06 0:00,2022-04-15 0:00,21,CARRIER 1,,
5896,1546016,NLD,AIR,2022-04-28 11:30,2022-05-06 0:00,2022-04-15 0:00,21,CARRIER 1,,
5899,1546022,IMC,AIR,2022-04-27 12:00,2022-05-06 0:00,2022-04-15 0:00,21,CARRIER 1,,
5906,1547165,IMC,AIR,2022-04-27 12:00,2022-05-06 0:00,2022-04-15 0:00,21,CARRIER 1,,
5907,1547181,NLD,AIR,2022-04-25 14:24,2022-05-06 0:00,2022-04-15 0:00,21,CARRIER 1,,
5977,1556540,IMC,AIR,2022-05-11 12:00,2022-05-13 0:00,2022-04-22 0:00,21,CARRIER 1,,
5989,1559971,IMC,AIR,2022-05-10 12:00,2022-05-16 0:00,2022-04-25 0:00,21,CARRIER 1,,
5990,1559975,IMC,AIR,2022-05-10 12:00,2022-05-16 0:00,2022-04-25 0:00,21,CARRIER 1,,
6014,1562971,NLD,AIR,2022-05-12 9:08,2022-05-19 0:00,2022-04-28 0:00,21,CARRIER 1,,
6027,1566206,IMC,AIR,2022-05-16 12:00,2022-05-20 0:00,2022-04-29 0:00,21,CARRIER 1,,
6040,1567856,IMC,AIR,2022-05-18 12:00,2022-05-27 0:00,2022-05-06 0:00,21,CARRIER 1,,
6042,1568010,SYD,AIR,2022-05-20 12:00,2022-05-27 0:00,2022-05-06 0:00,21,CARRIER 1,,
6044,1568054,IMU,AIR,2022-05-25 15:00,2022-05-27 0:00,2022-05-06 0:00,21,CARRIER 1,,
6045,1568086,IMU,AIR,2022-05-25 15:00,2022-05-27 0:00,2022-05-06 0:00,21,CARRIER 1,,
6060,1572893,IMC,AIR,2022-05-25 12:00,2022-05-26 0:00,2022-05-05 0:00,21,CARRIER 1,,
6061,1572914,IMC,AIR,2022-05-26 12:00,2022-05-26 0:00,2022-05-05 0:00,21,CARRIER 1,,
6062,1572918,IMC,AIR,2022-05-18 12:00,2022-05-26 0:00,2022-05-05 0:00,21,CARRIER 1,,
6063,1572926,IMC,AIR,2022-05-18 12:00,2022-05-26 0:00,2022-05-05 0:00,21,CARRIER 1,,
6064,1572951,IMC,AIR,2022-05-25 12:00,2022-05-27 0:00,2022-05-06 0:00,21,CARRIER 1,,
6069,1573136,SYD,AIR,2022-05-18 12:00,2022-05-27 0:00,2022-05-06 0:00,21,CARRIER 1,,
6096,1582031,IMC,AIR,2022-05-26 12:00,2022-06-01 0:00,2022-05-11 0:00,21,CARRIER 1,,
6097,1582043,SYD,AIR,2022-05-18 12:00,2022-06-01 0:00,2022-05-11 0:00,21,CARRIER 1,,
6099,1582082,IMU,AIR,2022-05-19 13:00,2022-06-01 0:00,2022-05-11 0:00,21,CARRIER 1,,
6100,1582111,IMU,AIR,2022-05-25 15:00,2022-06-01 0:00,2022-05-11 0:00,21,CARRIER 1,,
6101,1582145,IMU,AIR,2022-05-19 13:00,2022-06-01 0:00,2022-05-11 0:00,21,CARRIER 1,,
6105,1583220,SYD,AIR,2022-05-24 12:00,2022-06-01 0:00,2022-05-11 0:00,21,CARRIER 1,,
6106,1583221,SYD,AIR,2022-05-25 12:00,2022-06-01 0:00,2022-05-11 0:00,21,CARRIER 1,,
6107,1583222,SYD,AIR,2022-05-25 12:00,2022-06-01 0:00,2022-05-11 0:00,21,CARRIER 1,,
6108,1583226,SYD,AIR,2022-05-24 12:00,2022-06-01 0:00,2022-05-11 0:00,21,CARRIER 1,,
6109,1583231,IMC,AIR,2022-05-25 12:00,2022-06-01 0:00,2022-05-11 0:00,21,CARRIER 1,,
6111,1583253,IMC,AIR,2022-05-30 12:00,2022-06-01 0:00,2022-05-11 0:00,21,CARRIER 1,,
6112,1583358,IMC,AIR,2022-05-30 12:00,2022-06-01 0:00,2022-05-11 0:00,21,CARRIER 1,,
6113,1583371,SYD,AIR,2022-06-10 12:00,2022-06-02 0:00,2022-05-12 0:00,21,CARRIER 1,,
6114,1583376,SYD,AIR,2022-06-10 12:00,2022-06-02 0:00,,21,CARRIER 1,,
6115,1583385,SYD,AIR,2022-06-10 12:00,2022-06-02 0:00,2022-05-12 0:00,21,CARRIER 1,,
6119,1583422,IMC,AIR,2022-06-01 12:00,2022-06-02 0:00,2022-05-12 0:00,21,CARRIER 1,,
6120,1583433,SYD,AIR,2022-05-31 12:00,2022-06-02 0:00,2022-05-12 0:00,21,CARRIER 1,,
6121,1583436,SYD,AIR,2022-05-31 12:00,2022-06-02 0:00,2022-05-12 0:00,21,CARRIER 1,,
6122,1583450,SYD,AIR,2022-05-31 12:00,2022-06-02 0:00,2022-05-12 0:00,21,CARRIER 1,,
6123,1583457,SYD,AIR,2022-06-10 12:00,2022-06-02 0:00,2022-05-12 0:00,21,CARRIER 1,,
6124,1583472,SYD,AIR,2022-06-03 12:00,2022-06-03 0:00,2022-05-13 0:00,21,CARRIER 1,,
6125,1583478,SYD,AIR,2022-06-03 12:00,2022-06-03 0:00,2022-05-13 0:00,21,CARRIER 1,,
6126,1583482,SYD,AIR,2022-06-03 12:00,2022-06-03 0:00,2022-05-13 0:00,21,CARRIER 1,,
6127,1583497,SYD,AIR,2022-06-03 12:00,2022-06-03 0:00,2022-05-13 0:00,21,CARRIER 1,,
6128,1583503,SYD,AIR,2022-06-03 12:00,2022-06-03 0:00,2022-05-13 0:00,21,CARRIER 1,,
6129,1583510,IMC,AIR,2022-06-02 12:00,2022-06-03 0:00,2022-05-13 0:00,21,CARRIER 1,,
6131,1583532,IMC,AIR,2022-06-02 12:00,2022-06-03 0:00,2022-05-13 0:00,21,CARRIER 1,,
6142,1583716,SYD,AIR,2022-06-06 12:00,2022-06-02 0:00,2022-05-12 0:00,21,CARRIER 1,,
6143,1583718,IMC,AIR,2022-05-30 12:00,2022-06-02 0:00,2022-05-12 0:00,21,CARRIER 1,,
6191,1594372,IMC,AIR,2022-06-07 12:00,2022-06-08 0:00,2022-05-18 0:00,21,CARRIER 1,,
6192,1594373,IMC,AIR,2022-06-07 12:00,2022-06-08 0:00,2022-05-18 0:00,21,CARRIER 1,,
6193,1594375,SYD,AIR,2022-06-20 12:00,2022-06-08 0:00,2022-05-18 0:00,21,CARRIER 1,,
6194,1594377,SYD,AIR,2022-06-01 12:00,2022-06-08 0:00,2022-05-18 0:00,21,CARRIER 1,,
6211,1595397,SYD,AIR,2022-06-02 12:00,2022-06-08 0:00,2022-05-18 0:00,21,CARRIER 1,,
6213,1595834,IMC,AIR,2022-06-02 12:00,2022-06-09 0:00,2022-05-19 0:00,21,CARRIER 1,,
6215,1596030,SYD,AIR,2022-06-02 12:00,2022-06-09 0:00,2022-05-19 0:00,21,CARRIER 1,,
6216,1596082,SYD,AIR,2022-05-30 12:00,2022-06-09 0:00,2022-05-19 0:00,21,CARRIER 1,,
6219,1596195,IMU,AIR,2022-06-02 16:30,2022-06-09 0:00,2022-05-19 0:00,21,CARRIER 1,,
6220,1596236,IMU,AIR,2022-06-02 16:30,2022-06-09 0:00,2022-05-19 0:00,21,CARRIER 1,,
6298,1606507,IMC,AIR,2022-06-07 12:00,2022-06-16 0:00,2022-05-26 0:00,21,CARRIER 1,,
6297,1606509,IMC,AIR,2022-06-07 12:00,2022-06-16 0:00,2022-05-26 0:00,21,CARRIER 1,,
6299,1606510,IMC,AIR,2022-06-07 12:00,2022-06-16 0:00,2022-05-26 0:00,21,CARRIER 1,,
6300,1606513,IMC,AIR,2022-06-07 12:00,2022-06-16 0:00,2022-05-26 0:00,21,CARRIER 1,,
6251,1606517,SYD,AIR,2022-06-20 12:00,2022-06-16 0:00,2022-05-26 0:00,21,CARRIER 1,,
6255,1607923,IMC,AIR,2022-06-10 12:00,2022-06-16 0:00,2022-05-26 0:00,21,CARRIER 1,,
6256,1607943,SYD,AIR,2022-06-02 12:00,2022-06-16 0:00,2022-05-26 0:00,21,CARRIER 1,,
6259,1608062,IMU,AIR,2022-06-09 11:30,2022-06-16 0:00,2022-05-26 0:00,21,CARRIER 1,,
6273,1612879,SYD,AIR,2022-06-14 12:00,2022-06-20 0:00,2022-05-30 0:00,21,CARRIER 1,,
6276,1612882,SYD,AIR,2022-06-14 12:00,2022-06-20 0:00,2022-05-30 0:00,21,CARRIER 1,,
6277,1612883,IMC,AIR,2022-06-14 12:00,2022-06-20 0:00,2022-05-30 0:00,21,CARRIER 1,,
6282,1614881,IMC,AIR,2022-06-13 12:00,2022-06-20 0:00,2022-05-30 0:00,21,CARRIER 1,,
6283,1614925,IMC,AIR,2022-06-13 12:00,2022-06-20 0:00,2022-05-30 0:00,21,CARRIER 1,,
6290,1617362,SYD,AIR,2022-06-20 12:00,2022-06-23 0:00,2022-06-02 0:00,21,CARRIER 1,,
6292,1617398,IMU,AIR,2022-06-13 9:30,2022-06-23 0:00,2022-06-02 0:00,21,CARRIER 1,,
6293,1617424,IMU,AIR,2022-06-10 9:30,2022-06-23 0:00,2022-06-02 0:00,21,CARRIER 1,,
6294,1617446,IMC,AIR,2022-06-08 12:00,2022-06-23 0:00,2022-06-02 0:00,21,CARRIER 1,,
6306,1620260,SYD,AIR,2022-06-22 12:00,2022-06-30 0:00,2022-06-09 0:00,21,CARRIER 1,,
6307,1620263,SYD,AIR,2022-06-22 12:00,2022-06-30 0:00,2022-06-09 0:00,21,CARRIER 1,,
6308,1620272,SYD,AIR,2022-06-23 12:00,2022-06-30 0:00,2022-06-09 0:00,21,CARRIER 1,,
6309,1620280,SYD,AIR,2022-06-22 12:00,2022-06-30 0:00,2022-06-09 0:00,21,CARRIER 1,,
6310,1620285,SYD,AIR,2022-06-22 12:00,2022-06-30 0:00,2022-06-09 0:00,21,CARRIER 1,,
6311,1620292,IMC,AIR,2022-06-24 10:30,2022-07-01 0:00,2022-06-10 0:00,21,CARRIER 1,,
6312,1620305,IMC,AIR,2022-06-24 12:00,2022-07-01 0:00,2022-06-10 0:00,21,CARRIER 1,,
6313,1620310,IMC,AIR,2022-06-24 12:00,2022-07-01 0:00,2022-06-10 0:00,21,CARRIER 1,,
6314,1620313,IMC,AIR,2022-06-22 12:00,2022-07-01 0:00,2022-06-10 0:00,21,CARRIER 1,,
6315,1620317,IMC,AIR,2022-06-24 12:00,2022-07-01 0:00,2022-06-10 0:00,21,CARRIER 1,,
6335,1626279,IMC,AIR,2022-06-16 12:00,2022-06-30 0:00,2022-06-09 0:00,21,CARRIER 1,,
7921,1636261,SYD,AIR,2022-06-23 12:00,2022-07-06 0:00,2022-06-15 0:00,21,CARRIER 1,,
7923,1636322,SYD,AIR,2022-06-23 12:00,2022-07-06 0:00,2022-06-15 0:00,21,CARRIER 1,,
7925,1636333,IMC,AIR,2022-06-29 12:00,2022-07-07 0:00,2022-06-16 0:00,21,CARRIER 1,,
7926,1636341,IMC,AIR,2022-06-28 12:00,2022-07-07 0:00,2022-06-16 0:00,21,CARRIER 1,,
7927,1636347,IMC,AIR,2022-06-29 12:00,2022-07-08 0:00,2022-06-17 0:00,21,CARRIER 1,,
7928,1636357,IMC,AIR,2022-06-29 12:00,2022-07-08 0:00,2022-06-17 0:00,21,CARRIER 1,,
7930,1636376,SYD,AIR,2022-06-28 12:00,2022-07-08 0:00,2022-06-17 0:00,21,CARRIER 1,,
7933,1636555,IMC,AIR,2022-06-22 12:00,2022-07-06 0:00,2022-06-15 0:00,21,CARRIER 1,,
7934,1636594,IMC,AIR,2022-06-22 12:00,2022-07-06 0:00,2022-06-15 0:00,21,CARRIER 1,,
7989,1643653,IMC,AIR,2022-07-07 12:00,2022-07-13 0:00,2022-06-22 0:00,21,CARRIER 1,,
7990,1643661,SYD,AIR,2022-07-06 10:00,,2022-06-22 0:00,21,CARRIER 1,,
7991,1643671,IMC,AIR,2022-07-08 12:00,2022-07-15 0:00,2022-06-24 0:00,21,CARRIER 1,,
7993,1643685,SYD,AIR,2022-07-07 10:00,2022-07-15 0:00,2022-06-24 0:00,21,CARRIER 1,,
8041,1645759,IMC,AIR,2022-07-04 12:00,2022-07-15 0:00,2022-06-24 0:00,21,CARRIER 1,,
8042,1645784,SYD,AIR,2022-06-29 12:00,2022-07-15 0:00,2022-06-24 0:00,21,CARRIER 1,,
8101,1651992,IMC,AIR,2022-07-08 12:00,2022-07-21 0:00,2022-06-30 0:00,21,CARRIER 1,,
8117,1653775,SYD,AIR,2022-07-07 11:00,2022-07-21 0:00,2022-06-30 0:00,21,CARRIER 1,,
8136,1654776,SYD,AIR,2022-07-11 12:00,2022-07-19 0:00,2022-06-28 0:00,21,CARRIER 1,,
8138,1654783,IMC,AIR,2022-07-12 12:00,2022-07-19 0:00,,21,CARRIER 1,,
8139,1654784,IMC,AIR,2022-07-12 12:00,2022-07-19 0:00,2022-06-28 0:00,21,CARRIER 1,,
8189,1664633,SYD,AIR,2022-07-20 6:00,2022-07-26 0:00,2022-07-05 0:00,21,CARRIER 1,,
8190,1664634,SYD,AIR,2022-07-21 8:00,2022-07-26 0:00,2022-07-05 0:00,21,CARRIER 1,,
8191,1664635,SYD,AIR,2022-07-21 8:00,2022-07-26 0:00,2022-07-05 0:00,21,CARRIER 1,,
8197,1664646,SYD,AIR,2022-07-14 12:00,2022-07-26 0:00,2022-07-05 0:00,21,CARRIER 1,,
8199,1664650,SYD,AIR,2022-07-21 7:00,2022-07-27 0:00,2022-07-06 0:00,21,CARRIER 1,,
8198,1664651,SYD,AIR,2022-07-21 7:00,2022-07-27 0:00,2022-07-06 0:00,21,CARRIER 1,,
8200,1664653,SYD,AIR,2022-07-25 8:30,2022-07-27 0:00,2022-07-06 0:00,21,CARRIER 1,,
8201,1664654,SYD,AIR,2022-07-25 8:00,2022-07-27 0:00,2022-07-06 0:00,21,CARRIER 1,,
8202,1664657,SYD,AIR,2022-07-21 10:00,2022-07-27 0:00,2022-07-06 0:00,21,CARRIER 1,,
8205,1664663,SYD,AIR,2022-07-21 8:00,2022-07-27 0:00,2022-07-06 0:00,21,CARRIER 1,,
8217,1665088,SYD,AIR,2022-07-21 16:30,2022-07-29 0:00,2022-07-08 0:00,21,CARRIER 1,,
8218,1665105,SYD,AIR,2022-07-20 8:00,2022-07-29 0:00,2022-07-08 0:00,21,CARRIER 1,,
8547,1676525,SYD,AIR,2022-08-03 0:00,2022-08-02 0:00,2022-07-12 0:00,21,CARRIER 1,,
8323,1676528,SYD,AIR,2022-08-03 0:00,2022-08-05 0:00,2022-07-15 0:00,21,CARRIER 1,,
8324,1676530,SYD,AIR,2022-08-03 0:00,2022-08-05 0:00,2022-07-15 0:00,21,CARRIER 1,,
8333,1677913,SYD,AIR,2022-07-25 8:00,2022-08-05 0:00,2022-07-15 0:00,21,CARRIER 1,,
8414,1686398,SYD,AIR,2022-08-02 0:00,2022-08-09 0:00,2022-07-19 0:00,21,CARRIER 1,,
8416,1686417,SYD,AIR,2022-08-05 0:00,2022-08-10 0:00,2022-07-20 0:00,21,CARRIER 1,,
8417,1686422,SYD,AIR,2022-08-04 12:00,2022-08-10 0:00,2022-07-20 0:00,21,CARRIER 1,,
8418,1686432,SYD,AIR,2022-08-04 12:00,2022-08-10 0:00,2022-07-20 0:00,21,CARRIER 1,,
8419,1686461,SYD,AIR,2022-08-04 12:00,2022-08-10 0:00,2022-07-20 0:00,21,CARRIER 1,,
8529,1688570,SYD,AIR,2022-08-03 0:00,2022-08-12 0:00,2022-07-22 0:00,21,CARRIER 1,,
8589,1696896,SYD,AIR,2022-08-11 12:00,2022-08-17 0:00,2022-07-27 0:00,21,CARRIER 1,,
8590,1696897,SYD,AIR,2022-08-10 12:00,2022-08-17 0:00,2022-07-27 0:00,21,CARRIER 1,,
8591,1696898,SYD,AIR,2022-08-10 12:00,2022-08-17 0:00,2022-07-27 0:00,21,CARRIER 1,,
8593,1696904,SYD,AIR,2022-08-15 12:00,2022-08-18 0:00,2022-07-28 0:00,21,CARRIER 1,,
8603,1696917,SYD,AIR,2022-08-11 12:00,2022-08-19 0:00,2022-07-29 0:00,21,CARRIER 1,,
8604,1696919,SYD,AIR,2022-08-12 0:00,2022-08-19 0:00,2022-07-29 0:00,21,CARRIER 1,,
8605,1696921,SYD,AIR,2022-08-12 0:00,2022-08-19 0:00,2022-07-29 0:00,21,CARRIER 1,,
8608,1696928,SYD,AIR,2022-08-11 12:00,2022-08-19 0:00,2022-07-29 0:00,21,CARRIER 1,,
8609,1696929,SYD,AIR,2022-08-12 12:00,2022-08-19 0:00,2022-07-29 0:00,21,CARRIER 1,,
8619,1697951,SYD,AIR,2022-08-10 12:00,2022-08-19 0:00,2022-07-29 0:00,21,CARRIER 1,,
8706,1705716,SYD,AIR,2022-08-15 12:00,2022-08-23 0:00,2022-08-02 0:00,21,CARRIER 1,,
8707,1705734,SYD,AIR,2022-08-15 12:00,2022-08-23 0:00,2022-08-02 0:00,21,CARRIER 1,,
8708,1705800,SYD,AIR,2022-08-15 12:00,2022-08-23 0:00,2022-08-02 0:00,21,CARRIER 1,,
8711,1705880,SYD,AIR,2022-08-17 12:00,2022-08-25 0:00,2022-08-04 0:00,21,CARRIER 1,,
8712,1705889,SYD,AIR,2022-08-18 12:00,2022-08-25 0:00,2022-08-04 0:00,21,CARRIER 1,,
8751,1708284,SYD,AIR,2022-08-18 0:00,2022-08-26 0:00,2022-08-05 0:00,21,CARRIER 1,,
8752,1708292,SYD,AIR,2022-08-18 0:00,2022-08-26 0:00,2022-08-05 0:00,21,CARRIER 1,,
8789,1716874,SYD,AIR,2022-08-25 0:00,2022-08-30 0:00,2022-08-09 0:00,21,CARRIER 1,,
8793,1716927,SYD,AIR,2022-08-30 0:00,2022-08-30 0:00,2022-08-09 0:00,21,CARRIER 1,,
8795,1716936,SYD,AIR,2022-08-25 0:00,2022-08-30 0:00,2022-08-09 0:00,21,CARRIER 1,,
8796,1716945,SYD,AIR,2022-08-30 0:00,2022-09-01 0:00,2022-08-11 0:00,21,CARRIER 1,,
8797,1716968,SYD,AIR,2022-08-30 0:00,2022-09-01 0:00,2022-08-11 0:00,21,CARRIER 1,,
8887,1726086,SYD,AIR,2022-08-31 0:00,2022-09-06 0:00,2022-08-16 0:00,21,CARRIER 1,,
8888,1726098,SYD,AIR,2022-08-31 0:00,2022-09-06 0:00,2022-08-16 0:00,21,CARRIER 1,,
8892,1726166,SYD,AIR,2022-08-31 0:00,2022-09-07 0:00,2022-08-17 0:00,21,CARRIER 1,,
8893,1726167,SYD,AIR,2022-08-31 0:00,2022-09-07 0:00,2022-08-17 0:00,21,CARRIER 1,,
8896,1726188,SYD,AIR,2022-09-05 10:00,2022-09-07 0:00,2022-08-17 0:00,21,CARRIER 1,,
8899,1726324,SYD,AIR,2022-08-31 0:00,2022-09-09 0:00,2022-08-19 0:00,21,CARRIER 1,,
8997,1735328,SYD,AIR,2022-09-08 10:00,2022-09-13 0:00,2022-08-23 0:00,21,CARRIER 1,,
9000,1735333,SYD,AIR,2022-09-07 10:00,2022-09-14 0:00,2022-08-24 0:00,21,CARRIER 1,,
9003,1735337,SYD,AIR,2022-09-07 10:00,2022-09-16 0:00,2022-08-26 0:00,21,CARRIER 1,,
9004,1735339,SYD,AIR,2022-09-07 10:00,2022-09-16 0:00,2022-08-26 0:00,21,CARRIER 1,,
9043,1737421,SYD,AIR,2022-09-08 10:00,2022-09-16 0:00,2022-08-26 0:00,21,CARRIER 1,,
9095,1747906,SYD,AIR,2022-09-09 0:00,2022-09-22 0:00,2022-09-01 0:00,21,CARRIER 1,,
9217,1755050,SYD,AIR,2022-09-19 10:00,2022-09-27 0:00,2022-09-06 0:00,21,CARRIER 1,,
9253,1762709,SYD,AIR,2022-09-26 11:00,2022-10-05 0:00,2022-09-14 0:00,21,CARRIER 1,,
9263,1764574,SYD,AIR,2022-10-04 1:00,2022-10-06 0:00,2022-09-15 0:00,21,CARRIER 1,,
9264,1764590,SYD,AIR,2022-10-04 12:00,2022-10-06 0:00,2022-09-15 0:00,21,CARRIER 1,,
9309,1780845,SYD,AIR,2022-10-06 23:00,2022-10-14 0:00,2022-09-23 0:00,21,CARRIER 1,,
9310,1780851,SYD,AIR,2022-10-06 23:00,2022-10-14 0:00,2022-09-23 0:00,21,CARRIER 1,,
9311,1780853,SYD,AIR,2022-10-06 21:00,2022-10-14 0:00,2022-09-23 0:00,21,CARRIER 1,,
9335,1782402,SYD,AIR,2022-09-30 8:00,2022-10-13 0:00,2022-09-22 0:00,21,CARRIER 1,,
9336,1782423,SYD,AIR,2022-09-29 9:00,2022-10-13 0:00,2022-09-22 0:00,21,CARRIER 1,,
9366,1788968,SYD,AIR,2022-10-07 1:00,2022-10-19 0:00,2022-09-28 0:00,21,CARRIER 1,,
9374,1789311,SYD,AIR,2022-10-07 12:00,2022-10-18 0:00,2022-09-27 0:00,21,CARRIER 1,,
9375,1789333,SYD,AIR,2022-10-07 1:00,2022-10-18 0:00,2022-09-27 0:00,21,CARRIER 1,,
5866,22223620,IMC,AIR,2022-04-11 12:00,2022-04-20 0:00,2022-03-30 0:00,21,CARRIER 2,,
5952,22223754,NLD,AIR,2022-04-22 10:00,2022-04-29 0:00,2022-04-08 0:00,21,CARRIER 2,,
5953,22223754A,NLD,AIR,2022-04-22 10:00,2022-04-29 0:00,2022-04-08 0:00,21,CARRIER 2,,
5951,22223780,IMC,AIR,2022-04-20 10:30,2022-04-29 0:00,2022-04-08 0:00,21,CARRIER 2,,
6005,22223821,NLD,AIR,2022-04-26 10:00,2022-05-06 0:00,2022-04-15 0:00,21,CARRIER 2,,
6173,HKG171631,IMU,AIR,2022-05-13 15:00,2022-05-27 0:00,2022-05-06 0:00,21,CARRIER 3,,
6174,HKG171634,IMU,AIR,2022-05-13 15:00,2022-05-27 0:00,2022-05-06 0:00,21,CARRIER 3,,
6175,HKG171635,IMU,AIR,2022-05-13 10:00,2022-05-27 0:00,2022-05-06 0:00,21,CARRIER 3,,
6187,HKG171636,IMU,AIR,2022-05-16 15:00,2022-05-28 0:00,2022-05-07 0:00,21,CARRIER 3,,
6176,HKG171637,IMU,AIR,2022-05-13 15:00,2022-05-27 0:00,2022-05-06 0:00,21,CARRIER 3,,
6188,HKG171638,IMU,AIR,2022-05-16 15:00,2022-05-28 0:00,2022-05-07 0:00,21,CARRIER 3,,
6189,HKG171639,IMU,AIR,2022-05-16 15:00,2022-05-28 0:00,2022-05-07 0:00,21,CARRIER 3,,
6190,HKG171640,IMU,AIR,2022-05-16 15:00,2022-05-28 0:00,2022-05-07 0:00,21,CARRIER 3,,
6198,HKG171660,IMU,AIR,2022-05-18 15:00,2022-05-30 0:00,2022-05-09 0:00,21,CARRIER 3,,
6199,HKG171661,IMU,AIR,2022-05-18 15:00,2022-05-30 0:00,2022-05-09 0:00,21,CARRIER 3,,
6200,HKG171662,IMU,AIR,2022-05-18 15:00,2022-05-30 0:00,2022-05-09 0:00,21,CARRIER 3,,
6201,HKG171663,IMU,AIR,2022-05-23 10:00,2022-05-30 0:00,2022-05-09 0:00,21,CARRIER 3,,
6202,HKG171664,IMU,AIR,2022-05-19 15:00,2022-05-30 0:00,2022-05-09 0:00,21,CARRIER 3,,
6203,HKG171665,IMU,AIR,2022-05-23 10:00,2022-05-31 0:00,2022-05-10 0:00,21,CARRIER 3,,
6204,HKG171666,IMU,AIR,2022-05-23 10:00,2022-05-31 0:00,2022-05-10 0:00,21,CARRIER 3,,
6205,HKG171667,IMU,AIR,2022-05-19 15:00,2022-05-31 0:00,2022-05-10 0:00,21,CARRIER 3,,
6206,HKG171668,IMU,AIR,2022-05-19 15:00,2022-05-31 0:00,2022-05-10 0:00,21,CARRIER 3,,
6221,HKG171669,IMU,AIR,2022-05-25 18:00,2022-06-02 0:00,2022-05-12 0:00,21,CARRIER 3,,
6222,HKG171670,IMU,AIR,2022-05-23 15:00,2022-06-02 0:00,2022-05-12 0:00,21,CARRIER 3,,
6223,HKG171671,IMU,AIR,2022-05-23 10:00,2022-06-04 0:00,2022-05-14 0:00,21,CARRIER 3,,
6224,HKG171672,IMU,AIR,2022-05-23 10:00,2022-06-04 0:00,2022-05-14 0:00,21,CARRIER 3,,
6225,HKG171673,IMU,AIR,2022-05-23 10:00,2022-06-04 0:00,2022-05-14 0:00,21,CARRIER 3,,
6263,HKG171680,IMU,AIR,2022-05-24 10:00,2022-06-07 0:00,2022-05-17 0:00,21,CARRIER 3,,
6264,HKG171681,IMU,AIR,2022-05-24 10:00,2022-06-07 0:00,2022-05-17 0:00,21,CARRIER 3,,
6268,HKG171682,IMU,AIR,2022-06-02 15:00,2022-06-11 0:00,2022-05-21 0:00,21,CARRIER 3,,
6269,HKG171683,IMU,AIR,2022-05-31 15:00,2022-06-11 0:00,2022-05-21 0:00,21,CARRIER 3,,
6278,HKG171684,IMU,AIR,2022-05-31 15:00,2022-06-11 0:00,2022-05-21 0:00,21,CARRIER 3,,
6270,HKG171685,IMU,AIR,2022-05-31 15:00,2022-06-11 0:00,2022-05-21 0:00,21,CARRIER 3,,
6271,HKG171686,IMU,AIR,2022-06-02 15:00,2022-06-11 0:00,2022-05-21 0:00,21,CARRIER 3,,
6272,HKG171687,IMU,AIR,2022-06-02 15:00,2022-06-11 0:00,2022-05-21 0:00,21,CARRIER 3,,
